0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
MATARA,1.0847,NQC,1.5738,1.5243,1.4366,1.4402,1.6735,1.6559,NQC,1.5945,1.5349,1.4795,1.6758,1.677,1.3937,1.3924,1.002,1.4796,1.5314,1.6508,0.8069,1.0148,1.1145,0.874,0.9448,0.9448,
HAMBANTOTA,1.039,NQC,1.5729,1.5056,NQC,1.4423,1.6802,1.6263,NQC,1.5896,1.492,1.5434,1.6283,NQC,1.374,1.4701,1.0376,1.428,1.5178,1.6489,0.8567,0.9577,1.1351,0.9686,0.9344,0.9344,
JAFFNA,NQC,NQC,1.5704,1.4986,1.4904,NQC,1.6904,1.6349,1.6053,NQC,1.5573,1.5571,1.6682,1.6628,1.4339,1.4726,0.8478,1.4135,1.5092,1.5262,0.6641,0.9645,1.0287,0.9937,0.8784,0.8784,
KILINOCHCHI,NQC,NQC,NQC,NQC,1.4004,NQC,NQC,NQC,1.4217,NQC,1.4074,1.2894,NQC,1.5318,1.3781,1.3999,0.793,0.8946,0.8663,0.3414,0.5129,0.5329,0.7351,0.7053,0.4604,0.4604,
MANNAR,1.1563,NQC,NQC,NQC,1.3874,NQC,NQC,NQC,1.4899,NQC,1.5134,1.4626,NQC,1.6609,1.1275,1.4513,0.6823,0.7841,0.9387,0.9477,0.4854,0.4941,0.5771,0.7598,0.3597,0.3597,
MULLAITIVU,1.1268,NQC,1.5592,NQC,1.4774,NQC,NQC,NQC,1.6104,NQC,1.5474,1.3841,1.6496,NQC,1.2725,1.4618,0.2724,0.4884,0.5184,NQC,0.3004,0.2014,0.4563,0.4626,0.4529,0.4529,
VAVUNIYA,NQC,NQC,NQC,NQC,NQC,1.4065,NQC,NQC,1.5383,NQC,1.3475,1.3949,NQC,1.4442,1.1512,1.45,0.6881,1.2574,1.2129,1.1193,0.4834,0.817,0.5626,0.7325,0.3855,0.3855,
TRINCOMALEE,1.0773,1.0276,NQC,NQC,1.4359,1.4879,NQC,NQC,1.4936,NQC,1.4703,1.4441,NQC,1.5316,1.4293,1.4374,0.9148,1.4293,1.2274,1.2515,0.6699,0.9746,0.822,0.8533,0.7702,0.7702,
BATTICALOA,1.0443,1.2528,1.5649,1.4979,1.4909,1.4778,1.6816,1.6264,1.5933,1.6168,1.5746,1.5111,1.6555,NQC,1.4355,1.4398,0.8607,1.4109,1.3049,1.5055,0.6408,0.9684,1.0492,0.8839,0.9211,0.9211,
AMPARA,1.0893,1.0502,1.5434,1.4995,1.5001,1.4783,1.6825,1.6641,1.5981,1.6075,1.5758,1.5277,1.6032,NQC,1.427,1.4645,0.8529,1.4311,1.2896,1.5703,0.6664,0.9127,1.0397,0.8313,0.8824,0.8824,
PUTTALAM,0.9528,0.8978,NQC,1.4974,1.3459,1.4109,NQC,NQC,1.5261,1.5361,1.4637,1.51,NQC,1.5572,1.4153,1.4549,0.9038,1.4426,1.2284,1.5726,0.6066,0.817,0.9792,0.9225,0.6954,0.6954,
KURUNEGALA,0.9573,0.9134,1.5429,1.498,1.4527,1.4533,1.6721,1.6272,1.5848,1.5663,1.5285,1.5212,1.6362,1.6588,1.4128,1.4525,0.9927,1.4676,1.5045,1.5955,0.8086,0.9891,1.1171,0.9887,0.8513,0.8513,
ANURADHAPURA,0.9515,NQC,NQC,NQC,1.2133,1.4184,NQC,NQC,1.348,NQC,1.4216,1.3866,NQC,1.4438,1.3319,1.1698,0.9503,1.4453,1.3059,1.6423,0.7432,0.8872,0.9335,0.9293,0.7513,0.7513,
POLONNARUWA,0.9609,NQC,NQC,NQC,1.2408,NQC,NQC,NQC,1.3634,NQC,1.3998,1.3529,NQC,1.4299,1.1079,1.125,0.7123,1.421,1.2153,1.46,0.5686,0.7467,0.946,0.7366,0.8165,0.8165,
BADULLA,1.0013,NQC,NQC,1.5149,1.3673,1.4275,NQC,NQC,1.4093,NQC,1.4788,1.517,NQC,1.432,1.2731,1.3029,0.9915,1.3837,1.4524,1.5318,0.7972,0.9337,1.1182,0.9076,0.9473,0.9473,
MONARAGALA,1.0422,NQC,NQC,NQC,1.3094,1.4498,NQC,NQC,1.3848,NQC,1.4788,1.4922,NQC,1.5586,1.4181,1.3376,0.8994,1.3014,1.1678,1.4305,0.7287,0.9525,0.944,0.9526,0.8744,0.8744,
KEGALLE,1.0104,NQC,NQC,1.4997,NQC,1.4504,NQC,1.6272,1.5111,1.5514,1.5293,1.52,1.6094,NQC,1.4074,1.4523,1.0143,1.4505,1.4309,1.6317,0.8157,0.9356,1.0435,0.9953,0.8976,0.8976,
RATNAPURA,0.9979,NQC,1.546,1.5128,1.4249,1.4258,1.6757,1.6286,1.5901,1.5833,1.5334,1.5577,1.6215,1.5892,1.391,1.4055,0.975,1.4297,1.4552,1.652,0.8025,1.0083,1.0441,0.893,0.7939,0.7939,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","MANAGEMENT AND INFORMATION 
TECHNOLOGY (SEUSL)
(South Eastern University of Sri Lanka)","DATA SCIENCE 
(Sabaragamuwa University of Sri Lanka)","PHYSICAL EDUCATION  # 
(University of Jaffna)","PHYSICAL EDUCATION  # 
(Sabaragamuwa University of Sri Lanka)","SPORTS SCIENCE & MANAGEMENT  #
(University of Sri Jayewardenepura)","SPORTS SCIENCE & MANAGEMENT  #
(University of Kelaniya)","SPORTS SCIENCE & MANAGEMENT  #
(Sabaragamuwa University of Sri Lanka)","SPEECH AND HEARING SCIENCES 
(University of Kelaniya)","TOURISM & HOSPITALITY MANAGEMENT
(Rajarata University of Sri Lanka)","TOURISM & HOSPITALITY MANAGEMENT
(Sabaragamuwa University of Sri Lanka)","AGRICULTURAL RESOURCE MANAGEMENT AND 
TECHNOLOGY
(University of Ruhuna)","AGRI BUSINESS MANAGEMENT
(University of Ruhuna)","GREEN TECHNOLOGY
(University of Ruhuna)","SCIENCE AND TECHNOLOGY 
(Uva Wellassa University of Sri Lanka)","COMPUTER SCIENCE & TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","ENTREPRENEURSHIP AND MANAGEMENT 
(Uva Wellassa University of Sri Lanka)","ANIMAL PRODUCTION AND FOOD TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","EXPORT AGRICULTURE  
(Uva Wellassa University of Sri Lanka)","INDUSTRIAL INFORMATION
TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","MINERAL RESOURCES AND 
TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","AQUATIC RESOURCES TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","HOSPITALITY, TOURISM 
AND EVENTS MANAGEMENT  
(Uva Wellassa University of Sri Lanka)","ENGLISH LANGUAGE & APPLIED LINGUISTICS
(Uva Wellassa University of Sri Lanka)","PLANTATION MANAGEMENT AND TECHNOLOGY
(Uva Wellassa University of Sri Lanka)","POLYMER SCIENCE AND INDUSTRIAL MANAGEMENT
(University of Sri Jayewardenepura)","ENGINEERING TECHNOLOGY (ET)
(University of Colombo)",
COLOMBO,1.2986,1.3811,0.1442,0.1816,0.8811,0.6755,0.363,1.2242,1.4018,1.4064,0.7448,0.7862,0.909,0.9824,1.1285,1.2474,0.7004,0.7366,1.3015,0.8234,0.6845,1.2425,1.4182,0.717,1.4366,1.7922,
GAMPAHA,1.3792,1.3854,-0.1273,0.1682,0.8875,0.6407,0.4333,1.2563,1.4712,1.4138,0.7098,0.7574,0.8372,0.9674,1.1495,1.2745,0.6667,0.648,1.2171,0.795,0.591,1.2737,1.3769,0.6827,1.4621,1.7693,
KALUTARA,1.4209,1.4179,-0.0257,0.2083,0.9931,0.7486,0.5404,1.1613,1.8205,1.4597,0.8722,0.8884,0.9279,0.9888,1.2266,1.2666,0.7388,0.7457,1.2884,0.9194,0.7001,1.2649,1.3962,0.7515,1.4784,1.7736,
MATALE,1.4954,1.0847,-0.026,NQC,NQC,NQC,0.1696,1.362,1.5139,1.447,0.8534,0.9003,0.7877,0.9824,1.1708,1.2147,0.6984,0.6711,1.2521,0.7703,0.7325,1.2291,1.442,0.649,1.2066,1.784,
KANDY,1.4405,1.3267,-0.2536,0.3353,0.9777,0.7086,0.4285,1.1479,1.3856,1.3687,0.9008,0.8648,0.9677,0.9772,1.0818,1.2281,0.8102,0.7499,1.1807,0.8315,0.7164,1.2186,1.444,0.7145,1.3498,1.7876,
NUWARA ELIYA,1.5253,0.7465,0.1343,0.4696,0.9013,NQC,0.3528,0.9193,1.515,1.5198,0.7576,0.7544,0.7979,0.7369,0.8858,1.1682,0.6239,0.719,1.1529,0.6831,0.542,1.0498,1.5032,0.49,1.235,1.8198,
GALLE,1.4043,1.4128,NQC,0.2655,0.857,0.7201,0.6028,1.3241,1.4423,1.4372,0.8758,0.8856,0.9408,1.0256,1.2722,1.2937,0.7733,0.7548,1.2775,0.8923,0.7191,1.293,1.5263,0.7556,1.3995,1.8059,
MATARA,1.3136,1.4337,NQC,0.2925,1.0401,0.6132,0.5503,1.1715,1.4525,1.4451,0.8781,0.8733,0.9606,1.0507,1.3368,1.2881,0.8214,0.7383,1.3849,0.8954,0.6953,1.2937,1.4719,0.7568,1.4077,1.7691,
HAMBANTOTA,1.443,1.413,-0.4954,NQC,NQC,0.6304,-0.4597,1.2633,1.3784,1.3822,0.9061,0.8794,0.971,1.0479,1.2785,1.2537,0.7914,0.7774,1.2731,0.9405,0.7059,1.2249,1.5512,0.7698,1.4384,1.777,
JAFFNA,1.3986,1.3956,0.3278,0.2325,0.8763,0.668,0.4365,1.3835,1.4912,1.4646,0.6863,0.8585,0.8897,1.064,1.3308,0.9902,0.6807,0.6902,1.3141,0.9427,0.6721,0.9514,1.3425,0.7569,1.4914,NQC,
KILINOCHCHI,1.5455,1.1021,0.9582,0.3848,NQC,NQC,0.3635,1.0751,1.4277,1.5395,0.8504,0.5329,0.5763,0.8269,0.8181,0.7666,0.5574,0.546,0.7088,0.755,0.4531,0.6555,0.9417,0.494,0.9006,NQC,
MANNAR,1.4992,1.2909,0.9339,0.4465,NQC,NQC,0.2809,1.3546,NQC,1.4728,0.5215,0.5407,0.768,0.9767,1.316,0.8779,0.673,0.3388,0.7212,0.4134,0.5891,0.8299,1.5088,0.4086,1.2966,NQC,
MULLAITIVU,1.4152,0.2673,0.4676,1.0164,NQC,NQC,0.5724,0.7766,1.4863,NQC,0.274,0.2286,0.304,0.705,0.8812,0.8875,0.1637,0.4427,0.177,0.2171,0.1627,1.0035,1.5177,0.1487,0.6915,NQC,
VAVUNIYA,1.5059,0.9661,0.0575,NQC,NQC,NQC,0.5833,1.1571,NQC,1.4222,0.9014,0.4383,0.6334,0.643,1.0138,0.9034,0.4751,0.5863,1.2641,0.8294,0.4573,0.9186,1.4809,0.6203,0.9735,NQC,
TRINCOMALEE,1.5361,1.1824,0.7905,0.3802,NQC,NQC,0.4068,1.2719,1.4779,1.3417,0.5991,0.6884,0.775,0.9287,1.1438,1.2137,0.7261,0.7267,1.3615,0.8931,0.7013,1.1298,1.4924,0.5299,1.2721,NQC,
BATTICALOA,1.54,1.21,0.4278,0.4717,1.0784,0.6865,0.8979,1.3652,1.4535,1.3548,0.8079,0.7715,0.8797,0.9786,1.096,0.9867,0.7607,0.6791,1.2634,0.896,0.7015,0.9579,1.451,0.6249,1.2424,1.7885,
AMPARA,1.5118,1.2106,NQC,0.3059,1.0236,NQC,0.3989,1.2873,1.5608,1.2785,0.8171,0.7738,0.6917,0.9332,1.1882,0.9629,0.6436,0.6809,1.1506,0.9457,0.6386,0.8755,1.5632,0.6215,1.3804,1.8408,
PUTTALAM,1.5067,1.008,0.3822,0.3221,0.9,0.7427,0.4649,1.2992,1.4481,1.3704,0.7275,0.7133,0.8754,0.851,0.9776,1.2049,0.5908,0.5498,1.2082,0.7572,0.589,1.1482,1.3268,0.4789,1.4755,1.7737,
KURUNEGALA,1.4792,1.3736,0.1462,0.1945,0.8823,0.6173,0.64,1.3051,1.4383,1.4433,0.8972,0.8817,0.9198,0.9505,1.2227,1.2721,0.766,0.7213,1.3127,0.9205,0.7015,1.2314,1.4838,0.7333,1.3526,1.8012,
ANURADHAPURA,1.4296,1.2567,-0.2391,0.2022,0.8822,NQC,0.2212,1.1232,1.4904,1.4019,0.9026,0.8402,0.9139,0.9587,1.0701,1.1227,0.7291,0.6874,1.2401,0.8371,0.6261,1.1724,1.5317,0.6157,1.378,1.7736,
POLONNARUWA,1.5162,0.7859,-0.4887,NQC,1.0542,0.8236,0.0189,1.2893,1.4947,1.4789,0.7375,0.7242,0.8883,0.7936,0.8398,1.2417,0.6907,0.6238,1.3096,0.542,0.5985,1.2354,1.435,0.4982,0.9987,NQC,
BADULLA,1.3605,1.3556,0.1669,0.2603,0.8991,0.6564,0.4314,1.1794,1.4243,1.4805,0.8529,0.8112,0.8941,1.0544,1.1146,1.1425,0.7177,0.7071,1.1838,0.9404,0.6995,1.0667,1.4756,0.6922,1.3637,1.7692,
MONARAGALA,1.48,1.1343,0.1302,0.2916,0.956,0.6517,0.3536,1.0306,1.4104,1.4369,0.7978,0.8457,0.847,0.8221,1.066,1.2049,0.7172,0.7198,1.3498,0.8113,0.6925,1.1905,1.396,0.6017,1.1111,1.9478,
KEGALLE,1.4874,1.3867,1.0424,0.2808,0.8652,0.7562,1.0725,1.3195,1.5947,1.4608,0.9287,0.8818,0.9389,1.0248,1.2231,1.2761,0.8011,0.7768,1.2217,0.8589,0.7298,1.2578,1.5518,0.7548,1.3445,1.769,
RATNAPURA,1.3905,1.3736,NQC,0.388,0.8691,0.8218,0.7644,1.2164,1.3997,1.4589,0.8462,0.816,0.9286,0.9155,1.1612,1.229,0.7259,0.7505,1.283,0.89,0.6954,1.2091,1.4388,0.6383,1.3851,1.8162,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","ENGINEERING TECHNOLOGY (ET)
(University of Sri Jayewardenepura)","ENGINEERING TECHNOLOGY (ET)
(University of Kelaniya)","ENGINEERING TECHNOLOGY (ET)
(University of Jaffna)","ENGINEERING TECHNOLOGY (ET)
(University of Ruhuna)","ENGINEERING TECHNOLOGY (ET)
(Rajarata University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Sabaragamuwa University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Wayamba University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Uva Wellassa University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Colombo)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Sri Jayewardenepura)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Jaffna)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Ruhuna)","BIOSYSTEMS TECHNOLOGY (BST)
(Eastern University, Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(South Eastern University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Rajarata University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Sabaragamuwa University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Wayamba University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Uva Wellassa University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Colombo)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Sri Jayewardenepura)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Kelaniya)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Ruhuna)","INFORMATION COMMUNICATION TECHNOLOGY
(South Eastern University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(Rajarata University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Vavuniya, Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(Uva Wellassa University of Sri Lanka)",
COLOMBO,1.9096,1.6699,1.1437,1.3462,1.0962,1.1148,1.2253,1.0917,1.6065,1.8769,0.8552,1.3985,0.6015,0.6026,1.0952,1.1601,1.2858,1.1086,1.9915,2.1411,1.8166,1.5939,1.0226,1.2338,0.9637,1.3581,
GAMPAHA,1.9062,1.6713,1.0628,1.3739,1.0778,1.1133,1.224,1.0793,1.6115,1.9089,0.8485,1.4295,0.7619,0.7635,1.1003,1.1593,1.2555,1.1204,1.9615,2.1436,1.8004,1.5893,1.0224,1.2163,0.9778,1.3656,
KALUTARA,1.9546,1.6736,1.1449,1.3453,1.144,1.1335,1.2231,1.1129,1.6348,1.9044,0.8924,1.385,NQC,0.885,1.0946,1.151,1.2547,1.1113,2.0823,2.1918,1.8115,1.5727,1.0414,1.2163,1.0677,1.3522,
MATALE,1.9232,1.7091,1.1782,NQC,1.1977,1.191,1.3131,1.2049,1.6598,1.8752,0.9179,1.57,NQC,NQC,1.1004,1.2057,1.3248,1.1118,1.9673,2.1357,1.8187,NQC,NQC,1.2781,NQC,1.4159,
KANDY,1.9706,1.6746,1.0253,1.4029,1.0474,1.1194,1.2198,1.0479,1.617,1.9524,1.0268,1.3957,1.0226,1.0553,1.0923,1.1755,1.2858,1.1118,1.9822,2.1897,1.8651,1.5937,1.0595,1.222,1.017,1.5425,
NUWARA ELIYA,1.9843,1.6964,0.9985,1.3416,1.0169,1.1365,1.223,0.9985,1.6107,NQC,0.9142,1.4014,1.1036,0.9715,1.1255,1.1768,1.289,NQC,2.1191,2.7206,1.8808,1.7518,1.0273,1.3429,0.8996,1.3903,
GALLE,1.914,1.6702,1.2621,1.3545,1.2623,1.3223,1.26,1.269,1.6263,1.9199,0.9655,1.4103,0.8953,0.912,1.1394,1.1652,1.2616,1.1292,1.9881,2.132,1.7978,1.5747,1.2416,1.2356,NQC,1.3753,
MATARA,1.9855,1.6953,1.6369,1.3404,1.3168,1.2936,1.3084,1.284,1.6201,1.8962,1.0608,1.4576,1.0588,1.0473,1.1063,1.1861,1.2696,1.171,1.9721,2.1735,1.8141,1.5767,NQC,1.4463,NQC,1.3522,
HAMBANTOTA,2.0412,1.699,1.0676,1.4269,1.0434,1.1321,1.2414,1.0298,1.6213,2.1215,NQC,1.411,NQC,NQC,1.1085,1.1619,1.3283,1.1148,2.005,2.1746,1.9361,1.5766,1.1635,1.266,NQC,1.3602,
JAFFNA,2.072,1.73,0.7588,NQC,0.7611,NQC,1.3958,0.8904,1.784,2.0326,0.8873,NQC,0.6059,0.586,1.1477,NQC,1.3987,1.1919,2.0017,2.319,1.8034,NQC,1.0423,1.5584,0.9293,1.3855,
KILINOCHCHI,NQC,NQC,0.0219,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,-0.2665,-0.536,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.3051,NQC,
MANNAR,NQC,NQC,0.448,NQC,NQC,NQC,1.4875,0.909,NQC,NQC,0.8638,NQC,0.6215,NQC,NQC,1.1679,1.4632,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.1618,NQC,
MULLAITIVU,NQC,NQC,0.1907,NQC,NQC,NQC,NQC,NQC,1.6095,NQC,1.1934,NQC,0.1893,0.3132,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,-0.2483,NQC,
VAVUNIYA,NQC,NQC,0.0899,NQC,NQC,NQC,1.3763,NQC,1.6229,1.9061,NQC,NQC,0.5828,0.6726,NQC,NQC,NQC,1.3557,NQC,NQC,NQC,NQC,NQC,1.2256,0.7589,NQC,
TRINCOMALEE,1.9632,1.7678,0.6217,1.3788,0.7876,NQC,1.3238,0.874,1.857,1.8933,0.8597,1.4996,0.6988,0.6959,NQC,1.2697,NQC,1.1173,NQC,NQC,1.8178,NQC,1.0503,1.2273,0.5353,NQC,
BATTICALOA,2.4314,1.6967,0.9177,1.3476,0.8139,1.3428,1.2553,0.9385,1.7006,2.2504,0.8943,1.4567,0.7686,0.7838,1.0943,1.1581,1.3905,1.1259,3.3105,NQC,1.8406,NQC,1.8039,1.2717,0.8463,1.3741,
AMPARA,2.4095,1.6783,0.6689,1.5538,0.8098,1.1228,1.2268,0.9131,1.6155,1.8761,0.8806,NQC,0.8413,0.8947,1.097,NQC,1.3051,1.1577,2.0083,2.3685,1.844,NQC,1.0461,1.2612,0.7152,1.5076,
PUTTALAM,2.1181,NQC,0.63,1.4858,0.8071,NQC,1.2265,1.0375,1.629,2.2816,0.8637,NQC,0.4221,0.3486,1.1433,NQC,1.4266,NQC,2.777,2.1736,1.8911,1.6078,1.0952,1.2749,0.6517,1.4336,
KURUNEGALA,1.9487,1.6736,1.1482,1.3404,1.1139,1.1707,1.2683,1.112,1.6059,1.9011,1.0056,1.3902,1.007,1.0112,1.0922,1.1763,1.2743,1.1419,1.9698,2.1676,1.8364,1.5839,1.0574,1.2186,1.0562,1.4971,
ANURADHAPURA,1.9153,1.6977,1.1689,1.3717,1.0919,1.1238,1.2392,1.0803,1.6828,1.9018,0.9885,1.4157,1.0188,1.0687,1.2096,1.154,1.3396,1.1173,1.9763,2.1738,1.8012,NQC,1.033,1.51,0.9551,1.3786,
POLONNARUWA,2.5718,1.7242,0.8486,1.404,0.8245,NQC,1.2784,0.9295,1.7162,2.0034,0.9984,1.5837,0.589,0.7066,NQC,1.2464,1.4882,1.5753,NQC,2.1655,1.8071,1.6968,1.1355,1.253,1.0041,1.3522,
BADULLA,2.0293,1.723,1.1389,1.4328,1.1781,1.1334,1.2209,1.101,1.6285,1.8816,1.0721,1.4211,1.0973,1.0857,1.0995,1.145,1.3087,1.1284,1.9725,2.183,1.8292,1.585,1.1287,1.2472,1.0304,1.5651,
MONARAGALA,1.9949,NQC,1.3109,1.3535,NQC,1.1181,1.223,NQC,1.7102,1.9247,0.9342,1.4012,0.9431,0.9765,1.0947,1.1762,NQC,1.1085,2.0272,2.2955,NQC,NQC,1.0919,1.2466,0.9962,1.3738,
KEGALLE,1.9971,1.6735,1.1689,1.3818,1.1612,1.1542,1.2206,1.1887,1.6006,1.8845,NQC,1.3988,NQC,NQC,1.1222,1.2045,1.2833,1.123,2.0043,2.1836,1.8485,1.573,1.115,1.2347,1.0862,1.4641,
RATNAPURA,1.9546,1.6974,1.1643,1.3499,1.1677,1.1575,1.2207,1.2091,1.626,1.93,1.0038,1.3897,1.0605,0.9906,1.0937,1.1472,1.2682,1.1085,2.07,2.1733,1.854,1.6068,1.0999,1.2268,1.109,1.3601,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","PHYSICAL SCIENCE -ICT
(University of Sri Jayewardenepura)","PHYSICAL SCIENCE -ICT
(University of Kelaniya)","TRANSLATION STUDIES  
(University of Kelaniya)","TRANSLATION STUDIES  
(University of Jaffna)","TRANSLATION STUDIES  
(Eastern University, Sri Lanka)","TRANSLATION STUDIES  
(Sabaragamuwa University of Sri Lanka)","FILM & TELEVISION STUDIES  #
(University of Kelaniya)","PROJECT MANAGEMENT
(University of Vavuniya, Sri Lanka)","TEACHING ENGLISH AS A SECOND 
LANGUAGE (TESL) *
(University of Sri Jayewardenepura)","TEACHING ENGLISH AS A SECOND 
LANGUAGE (TESL) *
(University of Kelaniya)","VISUAL ARTS  #
(University of the Visual & Performing Arts)","MUSIC   # 
(University of Sri Jayewardenepura)","MUSIC   # 
(University of the Visual & Performing Arts)","DANCE  #
(University of the Visual & Performing Arts)","DRAMA & THEATRE  #
(University of the Visual & Performing Arts)","ART & DESIGN  #
(University of Jaffna)","MUSIC  # 
(University of Jaffna)","DANCE  #
(University of Jaffna)","VISUAL & TECHNOLOGICAL ARTS  #
(Swami Vipulananda Institute of Aesthetic Studies)","MUSIC   #
(Swami Vipulananda Institute of Aesthetic Studies)","DANCE  #
(Swami Vipulananda Institute of Aesthetic Studies)","DRAMA & THEATRE  #
(Swami Vipulananda Institute of Aesthetic Studies)",,,,,
COLOMBO,1.092,1.1544,NQC,1.1516,1.016,1.286,1.1474,1.2241,1.0679,1.0743,0.8146,0.8824,0.5763,0.8351,0.8149,NQC,-0.3204,-0.1988,NQC,0.5047,NQC,-0.2195,,,,,
GAMPAHA,1.0918,1.0424,1.5128,NQC,0.8197,1.2578,1.0198,1.2145,1.0679,1.0743,0.916,0.534,0.7946,0.8074,0.6926,NQC,NQC,-0.3589,NQC,NQC,NQC,NQC,,,,,
KALUTARA,1.0535,1.1503,NQC,NQC,0.955,1.2672,1.044,1.248,1.0679,1.0743,0.685,0.7976,0.7268,1.0002,0.9808,-0.6634,NQC,0.4023,-0.0116,NQC,-0.5652,NQC,,,,,
MATALE,1.192,0.6002,NQC,1.1181,NQC,1.2989,0.6663,1.2274,1.0679,1.0743,1.1777,NQC,1.014,0.8538,0.9862,1.2076,-0.0268,0.0321,-0.0938,-0.0661,NQC,0.7904,,,,,
KANDY,1.0624,0.9336,1.4037,1.3034,1.1854,1.3508,1.1513,1.2642,1.0679,1.0743,0.5243,0.6038,0.8785,1.0011,0.9794,0.0255,0.5914,0.0954,0.1872,-0.1888,0.5711,0.2563,,,,,
NUWARA ELIYA,NQC,0.4934,1.4601,1.1087,1.4391,1.0746,0.895,1.2021,1.0679,1.0743,NQC,1.2551,0.3699,-0.2734,0.5802,0.9812,0.4669,0.569,0.2658,0.2408,0.6703,0.5168,,,,,
GALLE,1.0973,1.0021,1.4021,NQC,0.9682,1.3875,1.1393,1.2433,1.0679,1.0743,0.9841,NQC,0.7212,0.7743,0.4307,0.1403,NQC,NQC,0.5208,NQC,NQC,NQC,,,,,
MATARA,1.092,1.1239,1.4014,NQC,0.3517,NQC,1.1901,1.2672,1.0679,1.0743,1.2286,1.1399,0.9169,0.9058,0.4999,NQC,NQC,NQC,-0.4,0.3098,NQC,NQC,,,,,
HAMBANTOTA,NQC,0.9505,1.4951,NQC,1.1067,1.3316,0.8968,1.2113,1.0679,1.0743,1.2264,1.3345,-0.158,0.8121,0.9097,NQC,NQC,NQC,NQC,NQC,NQC,NQC,,,,,
JAFFNA,1.2117,1.026,NQC,1.2036,NQC,NQC,NQC,1.1146,1.0679,1.0743,NQC,NQC,NQC,NQC,NQC,0.6973,0.7185,0.6295,0.5267,0.7073,0.5998,0.9671,,,,,
KILINOCHCHI,NQC,0.4243,NQC,NQC,0.9899,NQC,NQC,1.0304,1.0679,1.0743,NQC,NQC,NQC,NQC,NQC,0.204,0.5938,0.5725,0.6189,0.235,0.729,0.9785,,,,,
MANNAR,NQC,0.2396,NQC,1.0799,NQC,NQC,NQC,0.9625,1.0679,1.0743,NQC,NQC,NQC,NQC,NQC,0.6468,0.4445,0.4317,0.5174,0.6732,0.6852,0.9554,,,,,
MULLAITIVU,NQC,0.3461,NQC,NQC,1.031,1.3258,NQC,1.0178,1.0679,1.0743,NQC,NQC,NQC,NQC,NQC,0.9644,0.6157,0.5008,NQC,0.7099,0.4588,0.9804,,,,,
VAVUNIYA,NQC,0.5267,NQC,1.1103,NQC,NQC,NQC,1.0721,1.0679,1.0743,NQC,NQC,0.7575,1.1913,NQC,0.5924,0.6975,0.6077,0.1197,0.6746,0.5072,0.7482,,,,,
TRINCOMALEE,NQC,0.4538,NQC,1.3013,1.1308,1.1157,0.5969,1.2482,1.0679,1.0743,0.8845,NQC,0.4407,0.8185,0.3623,0.7273,0.4957,0.2318,0.7723,0.6261,0.815,0.9884,,,,,
BATTICALOA,NQC,0.81,NQC,1.2137,NQC,NQC,NQC,1.1923,1.0679,1.0743,NQC,NQC,NQC,NQC,NQC,0.4846,0.6714,0.5941,0.6557,0.6396,0.6726,0.9597,,,,,
