0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
MATARA,NQC,NQC,1.5286,NQC,1.4764,1.7120,1.6680,NQC,1.5984,1.4687,1.5766,1.6836,1.7154,1.4317,1.4537,0.9402,1.4785,1.4616,1.6972,0.7220,0.9032,0.9949,0.9253,0.8623,1.3384,1.4749,
HAMBANTOTA,NQC,1.5702,1.5269,NQC,1.4849,1.7054,1.6555,NQC,1.6116,1.5502,1.5823,1.6695,NQC,1.3729,1.4359,0.9750,1.4686,1.4254,1.6388,0.7208,0.8198,1.0460,0.9657,0.8504,1.1523,1.3632,
JAFFNA,NQC,1.5839,1.5272,1.5035,NQC,1.7561,1.6543,1.6436,NQC,1.5571,1.4538,1.6759,1.7109,1.3996,1.4772,0.6446,1.3710,1.4517,1.4075,0.6113,0.9031,1.0147,0.8549,0.8635,1.0644,1.5027,
KILINOCHCHI,1.0353,NQC,NQC,1.5336,NQC,NQC,NQC,1.5983,NQC,1.5570,1.2731,NQC,1.5702,1.3590,1.4050,0.4486,0.9322,1.0147,NQC,0.4242,0.5578,1.0118,0.7285,0.3782,0.5331,1.4104,
MANNAR,NQC,NQC,NQC,1.3911,NQC,NQC,NQC,1.5085,NQC,1.4238,1.4620,NQC,1.5430,1.0102,1.3446,0.9298,1.0410,1.0521,1.0883,0.4677,0.7679,0.3409,0.8604,0.4877,1.0606,1.5983,
MULLAITIVU,NQC,NQC,1.5448,NQC,1.4506,NQC,NQC,1.6030,NQC,1.4904,1.4162,NQC,1.6234,1.4198,1.4866,0.9779,0.9189,0.9422,-0.2361,0.6402,0.3524,0.8046,0.5136,0.2773,1.1780,1.5620,
VAVUNIYA,NQC,1.5898,1.5486,NQC,1.4387,NQC,1.6896,1.6158,NQC,1.4813,1.5521,NQC,1.6377,1.3074,1.3532,0.6177,0.8452,1.2451,1.0641,0.4123,0.7850,0.4319,0.8849,0.3543,1.0095,1.5617,
TRINCOMALEE,NQC,1.5775,1.5365,1.4968,NQC,NQC,NQC,1.6113,1.6224,1.5627,1.2794,1.6555,NQC,1.3189,1.4911,0.6674,1.2645,1.1905,1.5726,0.5575,0.9010,0.5905,0.7388,0.7876,1.1627,1.5828,
BATTICALOA,0.9994,1.5872,1.5309,1.4891,1.5034,1.7382,1.7539,1.6084,1.6084,1.5164,1.5098,1.6657,1.6903,1.4293,1.4700,0.6503,1.4021,1.4344,1.6337,0.5615,0.8468,1.0512,0.6946,0.8316,1.0752,1.5841,
AMPARA,1.0082,1.6125,1.5375,1.4945,1.4550,1.7194,1.6565,1.6454,1.5551,1.5723,1.5852,1.7007,1.6960,1.4318,1.4633,0.8476,1.4615,1.1898,1.6489,0.6243,0.7123,0.7761,0.7503,0.8117,1.0157,1.5920,
PUTTALAM,NQC,NQC,1.5385,1.3962,1.4419,NQC,NQC,1.5206,1.5445,1.5429,1.5543,NQC,1.6454,1.4324,1.4935,0.8203,1.3995,1.2916,1.7022,0.5322,0.6873,0.9096,0.9316,0.6864,1.0872,1.5525,
KURUNEGALA,0.8571,1.5919,1.5239,1.4706,1.4114,1.7054,1.6575,NQC,1.5939,1.5505,1.5507,1.6734,1.7232,1.3718,1.4388,0.8450,1.4146,1.4234,1.6647,0.6808,0.8054,1.0332,0.9156,0.7927,1.2580,1.4961,
ANURADHAPURA,0.6852,NQC,NQC,1.1827,NQC,NQC,NQC,1.3768,NQC,1.4098,1.4436,NQC,1.3458,1.1897,1.1741,0.7954,1.3664,1.3349,1.5635,0.5574,0.6968,0.8369,0.8638,0.6143,1.2046,1.4766,
POLONNARUWA,0.7772,NQC,NQC,1.1162,NQC,NQC,NQC,1.1836,NQC,1.2645,1.2247,NQC,1.3046,1.1833,1.0784,0.8926,1.2529,1.2973,1.6929,0.4872,0.6411,0.9751,0.7492,0.6793,1.3173,1.3861,
BADULLA,NQC,1.5731,1.5611,1.3813,1.4547,NQC,NQC,1.5035,1.5724,1.4799,1.5833,NQC,1.5750,1.3150,1.3195,0.8250,1.3300,1.3951,1.5592,0.6684,0.7959,0.9895,0.8575,0.7773,1.3014,1.4761,
MONARAGALA,NQC,NQC,NQC,1.3157,1.4405,NQC,NQC,1.4777,NQC,1.5449,1.4620,NQC,1.5372,1.3262,1.4246,0.7508,1.3832,1.3710,1.7148,0.6880,0.7977,1.0657,0.9543,0.8444,1.2760,1.4126,
KEGALLE,0.8502,1.5982,1.5232,NQC,1.5006,1.7271,1.6564,NQC,1.5833,1.5750,1.5194,NQC,1.6189,1.3786,1.4595,0.9707,1.3978,1.4044,1.7144,0.6958,0.8720,1.0004,0.9211,0.8540,1.3112,1.5412,
RATNAPURA,0.9651,1.5769,1.5460,NQC,1.4190,1.7051,1.6553,1.5615,1.5562,1.5037,1.5794,1.6648,1.6750,1.3096,1.4414,0.9048,1.4141,1.4149,1.7204,0.7058,0.9135,1.0032,0.8539,0.7808,1.2731,1.4501,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","COMPUTING & INFORMATION SYSTEMS  
(Sabaragamuwa University of Sri Lanka)","DATA SCIENCE 
(Sabaragamuwa University of Sri Lanka)","PHYSICAL EDUCATION  # 
(University of Jaffna)","PHYSICAL EDUCATION  # 
(Sabaragamuwa University of Sri Lanka)","SPORTS SCIENCE & MANAGEMENT  #
(University of Sri Jayewardenepura)","SPORTS SCIENCE & MANAGEMENT  #
(University of Kelaniya)","SPORTS SCIENCE & MANAGEMENT  #
(Sabaragamuwa University of Sri Lanka)","SPEECH AND HEARING SCIENCES #
(University of Kelaniya)","TOURISM & HOSPITALITY MANAGEMENT
(Rajarata University of Sri Lanka)","TOURISM & HOSPITALITY MANAGEMENT
(Sabaragamuwa University of Sri Lanka)","AGRICULTURAL RESOURCE MANAGEMENT AND 
TECHNOLOGY
(University of Ruhuna)","AGRI BUSINESS MANAGEMENT
(University of Ruhuna)","GREEN TECHNOLOGY
(University of Ruhuna)","SCIENCE AND TECHNOLOGY 
(Uva Wellassa University of Sri Lanka)","COMPUTER SCIENCE & TECHNOLOGY  #
(Uva Wellassa University of Sri Lanka)","ENTREPRENEURSHIP AND MANAGEMENT #
(Uva Wellassa University of Sri Lanka)","ANIMAL PRODUCTION AND FOOD TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","EXPORT AGRICULTURE  
(Uva Wellassa University of Sri Lanka)","INDUSTRIAL INFORMATION
TECHNOLOGY  #
(Uva Wellassa University of Sri Lanka)","MINERAL RESOURCES AND 
TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","AQUATIC RESOURCES TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","HOSPITALITY, TOURISM 
AND EVENTS MANAGEMENT   # 
(Uva Wellassa University of Sri Lanka)","ENGLISH LANGUAGE & APPLIED LINGUISTICS
(Uva Wellassa University of Sri Lanka)","PLANTATION MANAGEMENT AND TECHNOLOGY
(Uva Wellassa University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(University of Colombo)","ENGINEERING TECHNOLOGY (ET)
(University of Sri Jayewardenepura)",
COLOMBO,1.0381,1.3613,0.1613,-0.1884,0.8551,0.6632,0.5376,1.3018,1.3170,1.4437,0.5485,0.5777,0.7413,0.8494,0.8917,1.2281,0.5384,0.5370,1.2854,0.7153,0.4851,1.2685,1.4101,0.5741,1.7916,1.9509,
GAMPAHA,1.0380,1.3505,0.0300,-0.7530,0.8391,0.6882,0.5532,1.5693,1.4184,1.4381,0.5856,0.6726,0.7273,0.8468,0.9083,1.2471,0.5861,0.5625,1.1846,0.7197,0.5091,1.2538,1.3601,0.6009,1.7798,1.9400,
KALUTARA,1.1007,1.4172,NQC,-0.3062,0.8588,0.7368,0.4018,1.5179,1.3726,1.4432,0.8142,0.7680,0.8642,0.9380,1.0705,1.2467,0.6069,0.6188,1.2606,0.7502,0.5867,1.2836,1.4323,0.6723,1.7798,1.9259,
MATALE,0.8558,1.1836,NQC,-0.5104,NQC,0.7824,0.4505,1.5218,1.4645,1.4457,0.7527,0.7257,0.6429,0.9858,0.8601,1.2430,0.6724,0.6035,1.3092,0.8219,0.6023,1.2644,1.5115,0.5582,1.7553,1.9103,
KANDY,0.9399,1.3509,NQC,-0.5743,0.9146,0.6672,0.7381,1.4592,1.4195,1.4530,0.8096,0.7283,0.8093,0.8327,0.9592,1.2494,0.5953,0.6159,1.2194,0.7291,0.5847,1.2644,1.4723,0.6124,1.7588,2.0072,
NUWARA ELIYA,0.5573,0.9592,0.2803,-0.4330,1.1030,1.0894,-0.3100,1.1876,1.4555,1.4527,0.6879,0.7686,0.7087,0.6925,0.5418,1.1206,0.4334,0.4346,1.0913,0.5238,0.3760,1.2598,1.5522,0.4775,1.8890,1.9312,
GALLE,1.0840,1.3813,NQC,NQC,0.8627,0.6865,0.1814,1.3344,1.4395,1.4384,0.8234,0.7902,0.8870,0.9558,1.0906,1.2645,0.6459,0.6662,1.2545,0.8012,0.5924,1.3126,1.4373,0.6795,1.7665,1.9102,
MATARA,1.1215,1.4020,NQC,0.1621,1.2009,0.8214,0.4293,1.2648,NQC,1.4684,0.7875,0.7723,0.8585,0.9577,1.0776,1.2770,0.6701,0.6345,1.2693,0.7641,0.6020,1.2938,1.5183,0.6569,1.7598,1.9196,
HAMBANTOTA,1.0793,1.4023,NQC,-0.3248,1.0829,0.6952,0.2507,1.4845,1.3499,1.4956,0.8346,0.7755,0.8963,0.9695,1.0951,1.1057,0.6494,0.6652,1.2654,0.7811,0.6085,1.2256,1.5221,0.6543,1.7827,NQC,
JAFFNA,1.1011,1.3979,0.1970,0.7122,NQC,NQC,-0.3480,1.3580,1.1544,NQC,0.5905,0.7075,0.7102,0.9713,1.1189,0.7803,0.6557,0.6271,1.2459,0.8167,0.6052,0.8376,1.5936,0.6486,1.8646,1.9351,
KILINOCHCHI,0.9562,1.0163,0.3664,NQC,1.1502,NQC,0.9333,0.3224,1.4279,NQC,0.4538,0.4114,0.6769,0.8768,0.8339,1.0459,0.4201,0.6892,0.6355,0.8050,0.3673,0.7287,1.4479,0.4770,1.8774,2.0729,
MANNAR,0.5667,0.5768,0.7151,0.2804,NQC,0.8277,NQC,1.4451,1.4990,NQC,0.4403,0.2939,0.7586,0.8824,1.1309,1.0520,0.6189,0.2525,1.0465,0.5081,0.2913,1.2047,1.4857,0.2077,NQC,NQC,
MULLAITIVU,0.5171,0.5742,0.5126,0.3150,0.9354,NQC,NQC,0.9655,NQC,1.4803,0.3533,0.2891,0.2835,0.4364,0.5434,1.0752,0.4169,0.6090,0.9126,0.5518,0.3244,0.8884,1.1513,0.2664,NQC,NQC,
VAVUNIYA,1.0640,1.1215,0.1970,NQC,NQC,NQC,NQC,1.0210,NQC,1.4549,0.4802,0.2904,0.6147,0.9780,1.0911,1.0970,0.3547,0.2620,1.0865,0.6780,0.3906,1.2680,1.5280,0.4625,NQC,NQC,
TRINCOMALEE,0.9920,1.2470,0.1176,-0.4270,0.9992,NQC,0.2434,1.2910,1.2201,NQC,0.4761,0.6009,0.8682,0.9462,0.8372,1.1342,0.6344,0.5171,1.2952,0.7907,0.6093,1.1710,1.5847,0.4967,1.7613,2.2248,
BATTICALOA,1.0319,1.2586,0.2359,-0.2996,0.9427,NQC,-0.1692,1.5633,1.1673,NQC,0.5988,0.6158,0.7257,0.9086,1.0657,0.9905,0.5569,0.5436,1.2347,0.7541,0.5462,0.9571,1.5599,0.5157,1.7827,1.9269,
AMPARA,1.0374,1.3876,0.0565,0.1651,1.2696,0.9496,0.4199,1.5559,1.3212,NQC,0.5950,0.6398,0.5809,0.8652,1.0531,1.0282,0.5568,0.5831,1.2162,0.7111,0.5723,1.0670,1.5817,0.5370,NQC,2.1379,
PUTTALAM,1.0346,1.2104,-0.0226,-0.2763,0.8768,0.6881,0.7034,1.3925,1.3726,1.4579,0.5939,0.5053,0.7556,0.7852,0.9228,1.1519,0.4438,0.4226,1.1711,0.6461,0.4686,1.1635,1.4694,0.4018,1.8230,2.0283,
KURUNEGALA,1.0631,1.3894,1.0374,-0.0164,1.0252,0.7317,0.3235,1.4361,1.4894,1.4793,0.8216,0.7690,0.7867,0.9110,0.9779,1.2452,0.6307,0.6149,1.2402,0.7883,0.5893,1.2490,1.4497,0.6595,1.7725,1.9116,
ANURADHAPURA,0.9517,1.3049,0.0136,-0.7030,NQC,NQC,0.1540,1.2651,1.4365,1.4532,0.7831,0.7446,0.5755,0.8199,0.8742,1.2194,0.5154,0.5316,1.1379,0.7585,0.4909,1.2046,1.4585,0.4957,1.7830,1.9146,
POLONNARUWA,0.7058,1.2577,NQC,NQC,1.0606,0.9622,-0.2250,0.8484,NQC,1.4531,0.8683,0.6871,0.5520,0.5703,0.5404,1.0312,0.6335,0.6845,1.3099,0.5399,0.4733,1.0710,1.4342,0.4619,NQC,NQC,
BADULLA,1.0868,1.3884,NQC,-0.4326,0.8570,NQC,0.3061,1.3959,NQC,1.4505,0.6813,0.6680,0.7388,0.9377,0.8487,1.2359,0.6017,0.6336,1.2002,0.7994,0.5660,1.2249,1.5813,0.5913,1.7891,1.9190,
MONARAGALA,1.0141,1.3114,NQC,0.1575,NQC,NQC,0.5453,1.2657,1.3814,1.5647,0.7453,0.5931,0.7615,0.7486,0.9530,1.2173,0.5658,0.5310,1.3403,0.6706,0.4617,1.0519,1.5784,0.5748,1.8538,2.0072,
KEGALLE,0.9452,1.3966,NQC,0.0744,1.0454,0.7164,0.2845,1.4631,1.4590,1.4721,0.7493,0.7444,0.8738,0.8652,1.0737,1.2186,0.6328,0.6277,1.3427,0.7396,0.5858,1.2393,1.5876,0.6279,1.8327,2.1312,
RATNAPURA,1.0474,1.3317,NQC,-0.4763,0.8375,NQC,0.4114,1.4130,1.4802,1.4721,0.8147,0.7499,0.8890,0.8413,0.9621,1.2385,0.5529,0.6147,1.3119,0.7329,0.5235,1.2733,1.4209,0.5380,1.8044,1.9326,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","ENGINEERING TECHNOLOGY (ET)
(University of Kelaniya)","ENGINEERING TECHNOLOGY (ET)
(University of Jaffna)","ENGINEERING TECHNOLOGY (ET)
(University of Ruhuna)","ENGINEERING TECHNOLOGY (ET)
(Rajarata University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Sabaragamuwa University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Wayamba University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Uva Wellassa University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Colombo)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Sri Jayewardenepura)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Jaffna)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Ruhuna)","BIOSYSTEMS TECHNOLOGY (BST)
(Eastern University, Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(South Eastern University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Rajarata University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Sabaragamuwa University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Wayamba University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Uva Wellassa University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Colombo)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Sri Jayewardenepura)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Kelaniya)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Ruhuna)","INFORMATION COMMUNICATION TECHNOLOGY
(South Eastern University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(Rajarata University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Vavuniya, Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(Uva Wellassa University of Sri Lanka)","PHYSICAL SCIENCE -ICT
(University of Sri Jayewardenepura)",
COLOMBO,1.6559,1.0845,1.3305,1.0776,1.1389,1.2138,1.0934,1.7011,1.9350,0.8181,1.4331,0.4505,0.4282,1.1045,1.2020,1.3115,1.1466,2.0302,2.2594,1.9023,1.6931,1.0585,1.4153,0.9974,1.5338,0.9679,
GAMPAHA,1.6534,1.0934,1.3324,1.0672,1.1374,1.2094,1.0757,1.6256,1.8915,0.8056,1.4198,0.6740,0.6711,1.1069,1.2185,1.2845,1.1423,2.0519,2.2575,1.9146,1.6873,1.1511,1.3908,1.0193,1.5746,0.9607,
KALUTARA,1.6480,1.1722,1.3432,1.0766,1.1472,1.2399,1.0733,1.6699,1.8943,0.8846,1.4293,0.9300,0.9123,1.1074,1.2119,1.3059,1.1392,2.0287,2.2523,1.9073,1.6794,1.2266,1.3820,1.4977,1.5374,0.9734,
MATALE,1.6926,1.1816,1.3594,1.2354,1.2403,1.2222,1.1874,1.6552,2.0212,1.1028,NQC,NQC,NQC,1.1011,1.3209,1.3021,1.4005,2.0708,2.2375,1.9106,1.6922,1.3633,1.3976,NQC,1.5794,1.2561,
KANDY,1.6514,0.9870,1.3364,0.9805,1.1482,1.2194,1.0243,1.6894,1.9352,0.9489,1.4457,1.0142,0.9851,1.1036,1.1942,1.3500,1.1435,2.0953,2.2748,1.9205,1.7525,1.0538,1.4247,0.9404,1.5392,1.0196,
NUWARA ELIYA,1.7028,0.9164,1.3314,0.9125,1.2403,1.2109,1.0223,1.6240,2.0122,0.8727,1.4823,0.8509,0.8014,1.2979,1.1940,1.5024,1.1323,2.0682,2.2490,2.0037,1.7607,1.1672,1.3969,0.8619,1.6373,NQC,
GALLE,1.6549,1.2399,1.3448,1.2663,1.1767,1.2163,1.1782,1.6564,1.9062,1.0020,1.4506,0.7175,0.6873,1.1071,1.2103,1.3731,1.2831,2.0443,2.2330,1.9038,1.6740,1.4967,1.4452,NQC,1.5480,0.9758,
MATARA,1.6526,1.3020,1.3384,1.4843,1.3418,1.3251,1.3046,1.6347,1.9476,NQC,1.4648,NQC,NQC,1.3619,1.1956,1.2998,1.1920,2.0278,2.2341,1.9567,1.6745,NQC,1.5320,NQC,1.5540,0.9772,
HAMBANTOTA,1.6672,1.1762,1.3703,NQC,1.1694,1.2114,1.2055,1.6236,1.9303,1.0592,1.5426,1.0748,NQC,1.1025,1.1885,1.2959,1.1367,2.0748,2.3179,1.9451,1.6927,1.3243,1.3884,1.3141,1.5584,0.9620,
JAFFNA,1.6823,0.7821,NQC,1.0437,NQC,1.2638,1.0287,1.8488,2.0881,0.8051,NQC,0.4389,0.4207,1.3054,NQC,NQC,1.4436,2.0449,2.2743,1.9039,NQC,1.0821,1.3859,0.8547,1.8565,0.9819,
KILINOCHCHI,NQC,0.0642,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.0815,0.5054,NQC,NQC,1.3952,NQC,NQC,NQC,NQC,NQC,1.0748,1.5104,0.8913,NQC,NQC,
MANNAR,NQC,0.4322,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.4963,0.6483,0.6748,NQC,1.2247,1.3073,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.5081,NQC,NQC,
MULLAITIVU,NQC,0.5534,1.4436,NQC,1.1804,NQC,NQC,1.6709,NQC,NQC,NQC,0.1977,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.2412,NQC,NQC,
VAVUNIYA,NQC,0.2225,NQC,0.9334,1.5407,NQC,1.0215,NQC,NQC,0.8241,NQC,0.5622,0.4994,NQC,NQC,NQC,1.1446,NQC,NQC,NQC,NQC,1.2590,NQC,0.1369,NQC,NQC,
TRINCOMALEE,1.7241,0.5950,1.5264,0.9775,NQC,1.2614,1.1551,1.6355,2.0765,0.9341,1.5564,0.6076,0.6722,1.2816,NQC,1.4643,NQC,2.1626,2.2778,1.9857,NQC,1.6671,NQC,0.7518,1.7729,NQC,
BATTICALOA,1.6570,0.9831,1.6356,1.0002,1.2859,1.2088,1.0721,1.7305,1.8957,0.8730,NQC,0.9926,1.1852,1.1164,1.6174,1.4707,1.1487,2.2895,2.2707,1.9048,1.6993,NQC,1.3815,1.3603,1.5967,0.9607,
AMPARA,1.6995,0.7647,1.5802,0.9684,1.1709,1.2379,0.9938,1.7506,1.9967,0.9533,1.4465,1.3297,0.9778,NQC,1.2470,1.3013,1.1408,2.0736,2.4197,2.0068,1.8338,1.0832,1.3810,0.8812,1.6034,NQC,
PUTTALAM,1.7054,0.6744,1.5422,0.9488,1.1810,1.2221,1.0835,1.6433,2.8457,0.8061,NQC,0.7654,0.8261,1.1188,1.1945,1.2947,NQC,2.2166,2.2483,1.9019,NQC,1.0772,1.3821,0.8199,1.6217,1.3494,
KURUNEGALA,1.6475,1.1684,1.3397,1.1712,1.1884,1.2134,1.2148,1.6345,2.0403,1.0150,1.4225,1.0276,1.0485,1.1157,1.1883,1.3399,1.1463,2.0660,2.3076,1.9087,1.7529,1.3026,1.3785,1.3026,1.5324,0.9763,
ANURADHAPURA,1.6682,0.9217,1.3960,0.9205,1.1829,1.2119,1.0047,1.6543,1.9157,0.9981,1.4193,1.0094,NQC,1.1094,1.1997,1.2827,1.1522,2.0410,2.3644,1.9023,1.6760,1.1131,1.4027,1.0335,1.5535,0.9904,
POLONNARUWA,1.6681,0.7440,1.4564,0.9219,NQC,1.5420,1.0262,NQC,1.9195,0.8136,NQC,0.7598,0.6787,NQC,1.3367,1.5222,1.2411,2.0605,3.1166,1.9857,NQC,1.1115,NQC,0.6690,1.8568,NQC,
BADULLA,1.6578,1.1227,1.3429,1.1501,1.1399,1.2260,1.0948,1.6552,1.9126,1.1218,1.4861,1.1276,1.1268,1.1227,1.1894,1.2904,1.1403,2.0492,2.2533,1.9184,1.6766,1.1762,1.3785,1.2276,1.5882,NQC,
MONARAGALA,NQC,0.7680,1.3838,0.9738,1.1678,1.2055,0.9880,2.2985,2.0695,0.9894,1.4434,0.8823,0.9414,1.1224,1.2130,1.2984,1.1313,2.0420,2.2375,1.9940,NQC,1.1086,1.5211,0.7886,1.5603,NQC,
KEGALLE,1.6593,1.3712,1.3500,1.1298,1.1409,1.2144,1.1452,1.6243,1.9288,NQC,1.4191,NQC,NQC,1.1227,1.1895,1.3118,1.1638,NQC,2.2542,1.9378,1.7883,1.2169,1.3879,1.2555,1.5584,1.0390,
RATNAPURA,1.6637,1.0801,1.3427,1.0947,1.1389,1.2139,1.1187,1.6512,1.9088,0.9367,1.4192,0.9579,0.9593,1.1143,1.2063,1.3437,1.1338,2.0827,2.3350,1.9812,1.6966,1.0523,1.4266,1.0482,1.5407,0.9947,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","PHYSICAL SCIENCE -ICT
(University of Kelaniya)","TRANSLATION STUDIES  #
(University of Kelaniya)","TRANSLATION STUDIES  #
(University of Jaffna)","TRANSLATION STUDIES  #
(Eastern University, Sri Lanka)","TRANSLATION STUDIES  #
(Sabaragamuwa University of Sri Lanka)","FILM & TELEVISION STUDIES  #
(University of Kelaniya)","PROJECT MANAGEMENT
(University of Vavuniya, Sri Lanka)","TEACHING ENGLISH AS A SECOND 
LANGUAGE (TESL) *
(University of Sri Jayewardenepura)","TEACHING ENGLISH AS A SECOND 
LANGUAGE (TESL) *
(University of Kelaniya)","VISUAL ARTS  #
(University of the Visual & Performing Arts)","MUSIC   # 
(University of Sri Jayewardenepura)","MUSIC   # 
(University of the Visual & Performing Arts)","DANCE  #
(University of the Visual & Performing Arts)","DRAMA & THEATRE  #
(University of the Visual & Performing Arts)","ART & DESIGN  #
(University of Jaffna)","MUSIC  # 
(University of Jaffna)","DANCE  #
(University of Jaffna)","VISUAL & TECHNOLOGICAL ARTS  #
(Swami Vipulananda Institute of Aesthetic Studies)","MUSIC   #
(Swami Vipulananda Institute of Aesthetic Studies)","DANCE  #
(Swami Vipulananda Institute of Aesthetic Studies)","DRAMA & THEATRE  #
(Swami Vipulananda Institute of Aesthetic Studies)",,,,,,
COLOMBO,0.8942,1.3257,0.3594,0.6717,1.1138,1.0316,1.3184,1.0633,1.0999,0.8758,0.7807,0.2977,0.7756,0.9184,NQC,0.0672,0.0655,NQC,NQC,0.2439,-0.3643,,,,,,
GAMPAHA,0.8843,1.3795,NQC,0.9240,0.8462,0.8714,1.3040,1.0633,1.0999,0.6020,-0.0905,0.2155,0.8958,0.7873,1.2643,NQC,-0.4526,NQC,NQC,NQC,NQC,,,,,,
KALUTARA,0.9089,1.2803,0.5809,0.7276,1.0886,1.0585,1.3114,1.0633,1.0999,0.9569,0.3424,0.5951,0.9194,0.4765,NQC,0.4778,-0.5592,-0.4372,0.6484,0.7635,0.0772,,,,,,
MATALE,0.4549,1.3401,NQC,0.6232,0.9007,NQC,1.4221,1.0633,1.0999,1.2767,0.5595,0.9793,0.9385,1.0223,0.5481,0.2740,0.4399,0.4670,-0.2345,-0.1395,0.4405,,,,,,
KANDY,0.6295,1.2902,0.6802,0.7095,0.9852,0.7936,1.3343,1.0633,1.0999,0.9707,0.0659,0.8065,0.9312,0.5006,NQC,0.1218,-0.0591,-0.0373,-0.5822,-0.6296,-0.1319,,,,,,
NUWARA ELIYA,0.4319,NQC,0.7378,1.3782,NQC,0.5150,1.3940,1.0633,1.0999,0.7268,0.6688,0.3023,-0.1693,0.3940,-0.2382,0.4185,0.1365,0.2056,0.5513,0.0173,0.3666,,,,,,
GALLE,0.9235,1.3169,NQC,0.8917,1.1879,1.1485,1.3229,1.0633,1.0999,0.1914,1.7660,0.9002,1.0293,0.3861,1.3809,NQC,NQC,NQC,-0.9468,NQC,NQC,,,,,,
MATARA,1.3015,1.3136,0.2825,NQC,1.1603,1.1187,1.3183,1.0633,1.0999,1.2467,0.8580,0.8851,1.0088,0.9872,0.7901,-0.0609,NQC,-0.1418,0.2380,NQC,NQC,,,,,,
HAMBANTOTA,0.7725,1.2827,NQC,NQC,1.0815,1.1990,1.3170,1.0633,1.0999,1.1013,0.9397,0.4056,0.6664,NQC,NQC,NQC,NQC,-0.0806,NQC,NQC,NQC,,,,,,
JAFFNA,0.9422,NQC,0.9260,NQC,NQC,NQC,1.4395,1.0633,1.0999,NQC,NQC,-0.2374,NQC,NQC,0.3750,0.5709,0.4859,0.2134,0.5660,0.4060,0.9743,,,,,,
KILINOCHCHI,-0.0832,NQC,0.6382,NQC,NQC,NQC,1.2347,1.0633,1.0999,NQC,NQC,NQC,NQC,NQC,-0.0806,0.3848,0.3409,0.9594,0.5767,0.4378,1.0107,,,,,,
MANNAR,NQC,NQC,0.8658,NQC,NQC,NQC,1.2516,1.0633,1.0999,NQC,NQC,NQC,NQC,NQC,0.7050,0.5690,0.1749,0.4944,0.5640,0.5766,0.8425,,,,,,
MULLAITIVU,-0.2476,NQC,0.9694,NQC,NQC,NQC,1.1682,1.0633,1.0999,NQC,NQC,NQC,NQC,NQC,0.5589,0.6667,0.4024,0.4468,0.6064,0.3287,0.9723,,,,,,
VAVUNIYA,0.4188,NQC,0.9181,NQC,NQC,NQC,1.4837,1.0633,1.0999,NQC,NQC,1.4451,1.1050,NQC,0.9317,0.4882,0.4496,NQC,-0.0913,-0.3866,0.3932,,,,,,
TRINCOMALEE,0.5883,NQC,0.1045,0.7570,NQC,NQC,1.4830,1.0633,1.0999,1.1231,NQC,0.6958,0.8009,0.7855,0.3538,-0.2208,-0.0199,0.3400,0.5759,0.9836,0.9159,,,,,,
BATTICALOA,0.5258,NQC,0.9021,0.8875,NQC,NQC,1.4334,1.0633,1.0999,NQC,NQC,-0.2295,NQC,NQC,-0.2254,0.5115,0.4023,0.6957,0.7486,0.4710,0.9995,,,,,,
AMPARA,-0.0818,NQC,0.5429,0.5850,NQC,0.7682,1.4135,1.0633,1.0999,0.4630,1.2128,0.3449,0.6324,0.4125,0.3170,-0.8079,-0.2764,0.5714,0.0929,-0.1534,0.7860,,,,,,
